delivery_date,hour_ending,repeated_hour_flag,settlement_point,settlement_point_price
2/17/2026,7:00,N,LZ_LCRA,16.33
2/17/2026,7:00,N,LZ_NORTH,18.33
2/17/2026,7:00,N,LZ_RAYBN,21.43
2/17/2026,7:00,N,LZ_SOUTH,16.86
2/17/2026,7:00,N,LZ_WEST,4.65
2/17/2026,8:00,N,HB_BUSAVG,16.56
2/17/2026,8:00,N,HB_HOUSTON,18.24
2/17/2026,8:00,N,HB_HUBAVG,13.6
2/17/2026,8:00,N,HB_NORTH,20.07
2/17/2026,8:00,N,HB_PAN,-3.72
2/17/2026,8:00,N,HB_SOUTH,16.5
2/17/2026,8:00,N,HB_WEST,-0.4
2/17/2026,8:00,N,LZ_AEN,16.6
2/17/2026,8:00,N,LZ_CPS,16.69
2/17/2026,8:00,N,LZ_HOUSTON,18.19
2/17/2026,8:00,N,LZ_LCRA,16.25
2/17/2026,8:00,N,LZ_NORTH,18.18
2/17/2026,8:00,N,LZ_RAYBN,21.77
2/17/2026,8:00,N,LZ_SOUTH,16.48
2/17/2026,8:00,N,LZ_WEST,9.23
2/17/2026,9:00,N,HB_BUSAVG,5.57
2/17/2026,9:00,N,HB_HOUSTON,9.05
2/17/2026,9:00,N,HB_HUBAVG,2.96
2/17/2026,9:00,N,HB_NORTH,8.75
2/17/2026,9:00,N,HB_PAN,-12.61
2/17/2026,9:00,N,HB_SOUTH,4.83
2/17/2026,9:00,N,HB_WEST,-10.81
2/17/2026,9:00,N,LZ_AEN,4.99
2/17/2026,9:00,N,LZ_CPS,4.69
2/17/2026,9:00,N,LZ_HOUSTON,8.68
2/17/2026,9:00,N,LZ_LCRA,4.83
2/17/2026,9:00,N,LZ_NORTH,10.58
2/17/2026,9:00,N,LZ_RAYBN,10.98
2/17/2026,9:00,N,LZ_SOUTH,5.09
2/17/2026,9:00,N,LZ_WEST,-7.15
2/17/2026,10:00,N,HB_BUSAVG,-0.44
2/17/2026,10:00,N,HB_HOUSTON,5.64
2/17/2026,10:00,N,HB_HUBAVG,-2.07
2/17/2026,10:00,N,HB_NORTH,1.08
2/17/2026,10:00,N,HB_PAN,-17.08
2/17/2026,10:00,N,HB_SOUTH,0.13
2/17/2026,10:00,N,HB_WEST,-15.15
2/17/2026,10:00,N,LZ_AEN,0.51
2/17/2026,10:00,N,LZ_CPS,0.12
2/17/2026,10:00,N,LZ_HOUSTON,4.92
2/17/2026,10:00,N,LZ_LCRA,0.22
2/17/2026,10:00,N,LZ_NORTH,2.23
2/17/2026,10:00,N,LZ_RAYBN,2.83
2/17/2026,10:00,N,LZ_SOUTH,0.85
2/17/2026,10:00,N,LZ_WEST,-12.76
2/17/2026,11:00,N,HB_BUSAVG,-0.88
2/17/2026,11:00,N,HB_HOUSTON,6.6
2/17/2026,11:00,N,HB_HUBAVG,-2.49
2/17/2026,11:00,N,HB_NORTH,0.65
2/17/2026,11:00,N,HB_PAN,-19.03
2/17/2026,11:00,N,HB_SOUTH,-0.79
2/17/2026,11:00,N,HB_WEST,-16.4
2/17/2026,11:00,N,LZ_AEN,-0.02
2/17/2026,11:00,N,LZ_CPS,0.15
2/17/2026,11:00,N,LZ_HOUSTON,5.65
2/17/2026,11:00,N,LZ_LCRA,-0.26
2/17/2026,11:00,N,LZ_NORTH,2.58
2/17/2026,11:00,N,LZ_RAYBN,2.85
2/17/2026,11:00,N,LZ_SOUTH,-0.16
2/17/2026,11:00,N,LZ_WEST,-13.84
2/17/2026,12:00,N,HB_BUSAVG,-0.45
2/17/2026,12:00,N,HB_HOUSTON,7.92
2/17/2026,12:00,N,HB_HUBAVG,-1.07
2/17/2026,12:00,N,HB_NORTH,0
2/17/2026,12:00,N,HB_PAN,-14.41
2/17/2026,12:00,N,HB_SOUTH,-0.99
2/17/2026,12:00,N,HB_WEST,-11.21
2/17/2026,12:00,N,LZ_AEN,0.09
2/17/2026,12:00,N,LZ_CPS,0.35
2/17/2026,12:00,N,LZ_HOUSTON,6.72
2/17/2026,12:00,N,LZ_LCRA,-0.12
2/17/2026,12:00,N,LZ_NORTH,-1.59
2/17/2026,12:00,N,LZ_RAYBN,0.87
2/17/2026,12:00,N,LZ_SOUTH,0.17
2/17/2026,12:00,N,LZ_WEST,-9.13
2/17/2026,13:00,N,HB_BUSAVG,-0.8
2/17/2026,13:00,N,HB_HOUSTON,5.78
2/17/2026,13:00,N,HB_HUBAVG,-1.27
2/17/2026,13:00,N,HB_NORTH,-0.79
2/17/2026,13:00,N,HB_PAN,-12.18
2/17/2026,13:00,N,HB_SOUTH,0
2/17/2026,13:00,N,HB_WEST,-10.05
2/17/2026,13:00,N,LZ_AEN,2.6
2/17/2026,13:00,N,LZ_CPS,1.63
2/17/2026,13:00,N,LZ_HOUSTON,4.98
2/17/2026,13:00,N,LZ_LCRA,1.7
2/17/2026,13:00,N,LZ_NORTH,-1.97
2/17/2026,13:00,N,LZ_RAYBN,-0.11
2/17/2026,13:00,N,LZ_SOUTH,1.88
2/17/2026,13:00,N,LZ_WEST,-7.8
2/17/2026,14:00,N,HB_BUSAVG,-0.31
2/17/2026,14:00,N,HB_HOUSTON,8.02
2/17/2026,14:00,N,HB_HUBAVG,-0.5
2/17/2026,14:00,N,HB_NORTH,-0.99
2/17/2026,14:00,N,HB_PAN,-13.03
2/17/2026,14:00,N,HB_SOUTH,1.53
2/17/2026,14:00,N,HB_WEST,-10.55
2/17/2026,14:00,N,LZ_AEN,5.09
2/17/2026,14:00,N,LZ_CPS,3.64
2/17/2026,14:00,N,LZ_HOUSTON,7.27
2/17/2026,14:00,N,LZ_LCRA,3.86
2/17/2026,14:00,N,LZ_NORTH,-2.16
2/17/2026,14:00,N,LZ_RAYBN,-0.2
2/17/2026,14:00,N,LZ_SOUTH,3.73
2/17/2026,14:00,N,LZ_WEST,-8.11
2/17/2026,15:00,N,HB_BUSAVG,-0.63
2/17/2026,15:00,N,HB_HOUSTON,7.39
2/17/2026,15:00,N,HB_HUBAVG,-0.8
2/17/2026,15:00,N,HB_NORTH,-1.15
2/17/2026,15:00,N,HB_PAN,-11.81
2/17/2026,15:00,N,HB_SOUTH,0.54
2/17/2026,15:00,N,HB_WEST,-9.97
2/17/2026,15:00,N,LZ_AEN,4.25
2/17/2026,15:00,N,LZ_CPS,3.33
2/17/2026,15:00,N,LZ_HOUSTON,6.59
2/17/2026,15:00,N,LZ_LCRA,3.19
2/17/2026,15:00,N,LZ_NORTH,-2.25
2/17/2026,15:00,N,LZ_RAYBN,-0.66
2/17/2026,15:00,N,LZ_SOUTH,2.41
2/17/2026,15:00,N,LZ_WEST,-7.37
2/17/2026,16:00,N,HB_BUSAVG,0.16
2/17/2026,16:00,N,HB_HOUSTON,9.76
2/17/2026,16:00,N,HB_HUBAVG,0
2/17/2026,16:00,N,HB_NORTH,-0.06
2/17/2026,16:00,N,HB_PAN,-12.23
2/17/2026,16:00,N,HB_SOUTH,-0.24
2/17/2026,16:00,N,HB_WEST,-9.47
2/17/2026,16:00,N,LZ_AEN,1.65
2/17/2026,16:00,N,LZ_CPS,2.84
2/17/2026,16:00,N,LZ_HOUSTON,8.47
2/17/2026,16:00,N,LZ_LCRA,1.6
2/17/2026,16:00,N,LZ_NORTH,-1.26
2/17/2026,16:00,N,LZ_RAYBN,0.44
2/17/2026,16:00,N,LZ_SOUTH,0.87
2/17/2026,16:00,N,LZ_WEST,-7.36
2/17/2026,17:00,N,HB_BUSAVG,0.86
2/17/2026,17:00,N,HB_HOUSTON,9.75
2/17/2026,17:00,N,HB_HUBAVG,0.99
2/17/2026,17:00,N,HB_NORTH,0.43
2/17/2026,17:00,N,HB_PAN,-8.1
2/17/2026,17:00,N,HB_SOUTH,0.01
2/17/2026,17:00,N,HB_WEST,-6.21
2/17/2026,17:00,N,LZ_AEN,2.69
2/17/2026,17:00,N,LZ_CPS,4.23
2/17/2026,17:00,N,LZ_HOUSTON,8.5
2/17/2026,17:00,N,LZ_LCRA,2.76
2/17/2026,17:00,N,LZ_NORTH,-0.38
2/17/2026,17:00,N,LZ_RAYBN,1.02
2/17/2026,17:00,N,LZ_SOUTH,0.28
2/17/2026,17:00,N,LZ_WEST,-4.36
2/17/2026,18:00,N,HB_BUSAVG,15.61
2/17/2026,18:00,N,HB_HOUSTON,18.2
2/17/2026,18:00,N,HB_HUBAVG,13.57
2/17/2026,18:00,N,HB_NORTH,18.87
2/17/2026,18:00,N,HB_PAN,1.23
2/17/2026,18:00,N,HB_SOUTH,11.99
2/17/2026,18:00,N,HB_WEST,5.24
2/17/2026,18:00,N,LZ_AEN,15.18
2/17/2026,18:00,N,LZ_CPS,15.69
2/17/2026,18:00,N,LZ_HOUSTON,17.93
2/17/2026,18:00,N,LZ_LCRA,14.97
2/17/2026,18:00,N,LZ_NORTH,17.35
2/17/2026,18:00,N,LZ_RAYBN,20.41
2/17/2026,18:00,N,LZ_SOUTH,13.96
2/17/2026,18:00,N,LZ_WEST,8.59
2/17/2026,19:00,N,HB_BUSAVG,21.5
2/17/2026,19:00,N,HB_HOUSTON,22.37
2/17/2026,19:00,N,HB_HUBAVG,20.96
2/17/2026,19:00,N,HB_NORTH,23.01
2/17/2026,19:00,N,HB_PAN,10.4
2/17/2026,19:00,N,HB_SOUTH,18.01
2/17/2026,19:00,N,HB_WEST,20.45
2/17/2026,19:00,N,LZ_AEN,21.92
2/17/2026,19:00,N,LZ_CPS,22.3
2/17/2026,19:00,N,LZ_HOUSTON,22.35
2/17/2026,19:00,N,LZ_LCRA,21.61
2/17/2026,19:00,N,LZ_NORTH,22.24
2/17/2026,19:00,N,LZ_RAYBN,23.29
2/17/2026,19:00,N,LZ_SOUTH,19.24
2/17/2026,19:00,N,LZ_WEST,24.5
2/17/2026,20:00,N,HB_BUSAVG,23.91
2/17/2026,20:00,N,HB_HOUSTON,24.7
2/17/2026,20:00,N,HB_HUBAVG,23.51
2/17/2026,20:00,N,HB_NORTH,25.26
2/17/2026,20:00,N,HB_PAN,14.16
2/17/2026,20:00,N,HB_SOUTH,20.46
2/17/2026,20:00,N,HB_WEST,23.61
2/17/2026,20:00,N,LZ_AEN,24.35
2/17/2026,20:00,N,LZ_CPS,24.73
2/17/2026,20:00,N,LZ_HOUSTON,24.69
2/17/2026,20:00,N,LZ_LCRA,24.09
2/17/2026,20:00,N,LZ_NORTH,24.53
2/17/2026,20:00,N,LZ_RAYBN,25.31
2/17/2026,20:00,N,LZ_SOUTH,21.15
2/17/2026,20:00,N,LZ_WEST,28.55
2/17/2026,21:00,N,HB_BUSAVG,22.31
2/17/2026,21:00,N,HB_HOUSTON,22.98
2/17/2026,21:00,N,HB_HUBAVG,22.12
2/17/2026,21:00,N,HB_NORTH,23.36
2/17/2026,21:00,N,HB_PAN,13.43
2/17/2026,21:00,N,HB_SOUTH,19.09
2/17/2026,21:00,N,HB_WEST,23.07
2/17/2026,21:00,N,LZ_AEN,22.87
2/17/2026,21:00,N,LZ_CPS,23.31
2/17/2026,21:00,N,LZ_HOUSTON,22.96
2/17/2026,21:00,N,LZ_LCRA,22.69
2/17/2026,21:00,N,LZ_NORTH,22.94
2/17/2026,21:00,N,LZ_RAYBN,23.34
2/17/2026,21:00,N,LZ_SOUTH,18.97
2/17/2026,21:00,N,LZ_WEST,27.47
2/17/2026,22:00,N,HB_BUSAVG,22.25
2/17/2026,22:00,N,HB_HOUSTON,22.69
2/17/2026,22:00,N,HB_HUBAVG,22.44
2/17/2026,22:00,N,HB_NORTH,22.8
2/17/2026,22:00,N,HB_PAN,15.6
2/17/2026,22:00,N,HB_SOUTH,19.18
2/17/2026,22:00,N,HB_WEST,25.09
2/17/2026,22:00,N,LZ_AEN,22.94
2/17/2026,22:00,N,LZ_CPS,23.49
2/17/2026,22:00,N,LZ_HOUSTON,22.67
2/17/2026,22:00,N,LZ_LCRA,22.91
2/17/2026,22:00,N,LZ_NORTH,22.82
2/17/2026,22:00,N,LZ_RAYBN,22.74
2/17/2026,22:00,N,LZ_SOUTH,18.47
2/17/2026,22:00,N,LZ_WEST,29.73
2/17/2026,23:00,N,HB_BUSAVG,21.19
2/17/2026,23:00,N,HB_HOUSTON,21.58
2/17/2026,23:00,N,HB_HUBAVG,21.4
2/17/2026,23:00,N,HB_NORTH,21.68
2/17/2026,23:00,N,HB_PAN,14.62
2/17/2026,23:00,N,HB_SOUTH,18.31
2/17/2026,23:00,N,HB_WEST,24.03
2/17/2026,23:00,N,LZ_AEN,22.12
2/17/2026,23:00,N,LZ_CPS,22.67
2/17/2026,23:00,N,LZ_HOUSTON,21.66
2/17/2026,23:00,N,LZ_LCRA,22.16
2/17/2026,23:00,N,LZ_NORTH,21.63
2/17/2026,23:00,N,LZ_RAYBN,21.58
2/17/2026,23:00,N,LZ_SOUTH,17.14
2/17/2026,23:00,N,LZ_WEST,28.29
2/17/2026,24:00:00,N,HB_BUSAVG,17.94
2/17/2026,24:00:00,N,HB_HOUSTON,18.39
2/17/2026,24:00:00,N,HB_HUBAVG,18.11
2/17/2026,24:00:00,N,HB_NORTH,18.46
2/17/2026,24:00:00,N,HB_PAN,14.63
2/17/2026,24:00:00,N,HB_SOUTH,15.07
2/17/2026,24:00:00,N,HB_WEST,20.53
2/17/2026,24:00:00,N,LZ_AEN,18.81
2/17/2026,24:00:00,N,LZ_CPS,19.24
2/17/2026,24:00:00,N,LZ_HOUSTON,18.36
2/17/2026,24:00:00,N,LZ_LCRA,18.81
2/17/2026,24:00:00,N,LZ_NORTH,18.42
2/17/2026,24:00:00,N,LZ_RAYBN,18.39
2/17/2026,24:00:00,N,LZ_SOUTH,13.96
2/17/2026,24:00:00,N,LZ_WEST,24.3
2/18/2026,1:00,N,HB_BUSAVG,16.8
2/18/2026,1:00,N,HB_HOUSTON,17.25
2/18/2026,1:00,N,HB_HUBAVG,16.96
2/18/2026,1:00,N,HB_NORTH,17.32
2/18/2026,1:00,N,HB_PAN,13.37
2/18/2026,1:00,N,HB_SOUTH,13.89
2/18/2026,1:00,N,HB_WEST,19.38
2/18/2026,1:00,N,LZ_AEN,17.74
2/18/2026,1:00,N,LZ_CPS,18.19
2/18/2026,1:00,N,LZ_HOUSTON,17.23
2/18/2026,1:00,N,LZ_LCRA,17.81
2/18/2026,1:00,N,LZ_NORTH,17.3
2/18/2026,1:00,N,LZ_RAYBN,17.25
2/18/2026,1:00,N,LZ_SOUTH,12.69
2/18/2026,1:00,N,LZ_WEST,23.49
2/18/2026,2:00,N,HB_BUSAVG,16.99
2/18/2026,2:00,N,HB_HOUSTON,17.44
2/18/2026,2:00,N,HB_HUBAVG,17.11
2/18/2026,2:00,N,HB_NORTH,17.6
2/18/2026,2:00,N,HB_PAN,15.09
2/18/2026,2:00,N,HB_SOUTH,13.89
2/18/2026,2:00,N,HB_WEST,19.49
2/18/2026,2:00,N,LZ_AEN,17.97
2/18/2026,2:00,N,LZ_CPS,18.26
2/18/2026,2:00,N,LZ_HOUSTON,17.42
2/18/2026,2:00,N,LZ_LCRA,17.86
2/18/2026,2:00,N,LZ_NORTH,17.59
2/18/2026,2:00,N,LZ_RAYBN,17.56
2/18/2026,2:00,N,LZ_SOUTH,12.61
2/18/2026,2:00,N,LZ_WEST,24.08
2/18/2026,3:00,N,HB_BUSAVG,16.63
2/18/2026,3:00,N,HB_HOUSTON,17
2/18/2026,3:00,N,HB_HUBAVG,16.81
2/18/2026,3:00,N,HB_NORTH,17.15
2/18/2026,3:00,N,HB_PAN,13.51
2/18/2026,3:00,N,HB_SOUTH,13.73
2/18/2026,3:00,N,HB_WEST,19.35
2/18/2026,3:00,N,LZ_AEN,17.4
2/18/2026,3:00,N,LZ_CPS,17.87
2/18/2026,3:00,N,LZ_HOUSTON,16.97
2/18/2026,3:00,N,LZ_LCRA,17.51
2/18/2026,3:00,N,LZ_NORTH,17.13
2/18/2026,3:00,N,LZ_RAYBN,17.08
2/18/2026,3:00,N,LZ_SOUTH,12.08
2/18/2026,3:00,N,LZ_WEST,24.72
2/18/2026,4:00,N,HB_BUSAVG,15.76
2/18/2026,4:00,N,HB_HOUSTON,16.08
2/18/2026,4:00,N,HB_HUBAVG,15.96
2/18/2026,4:00,N,HB_NORTH,16.21
2/18/2026,4:00,N,HB_PAN,12.21
2/18/2026,4:00,N,HB_SOUTH,13.01
2/18/2026,4:00,N,HB_WEST,18.54
2/18/2026,4:00,N,LZ_AEN,16.49
2/18/2026,4:00,N,LZ_CPS,16.95
2/18/2026,4:00,N,LZ_HOUSTON,16.07
2/18/2026,4:00,N,LZ_LCRA,16.65
2/18/2026,4:00,N,LZ_NORTH,16.19
2/18/2026,4:00,N,LZ_RAYBN,16.14
2/18/2026,4:00,N,LZ_SOUTH,11.27
2/18/2026,4:00,N,LZ_WEST,24.18
2/18/2026,5:00,N,HB_BUSAVG,18.04
2/18/2026,5:00,N,HB_HOUSTON,18.27
2/18/2026,5:00,N,HB_HUBAVG,18.28
2/18/2026,5:00,N,HB_NORTH,18.24
2/18/2026,5:00,N,HB_PAN,13.47
2/18/2026,5:00,N,HB_SOUTH,16
2/18/2026,5:00,N,HB_WEST,20.62
2/18/2026,5:00,N,LZ_AEN,18.61
2/18/2026,5:00,N,LZ_CPS,18.95
2/18/2026,5:00,N,LZ_HOUSTON,18.25
2/18/2026,5:00,N,LZ_LCRA,18.66
2/18/2026,5:00,N,LZ_NORTH,18.24
2/18/2026,5:00,N,LZ_RAYBN,18.19
2/18/2026,5:00,N,LZ_SOUTH,15.23
2/18/2026,5:00,N,LZ_WEST,26.73
2/18/2026,6:00,N,HB_BUSAVG,22.34
2/18/2026,6:00,N,HB_HOUSTON,22.43
2/18/2026,6:00,N,HB_HUBAVG,22.75
2/18/2026,6:00,N,HB_NORTH,22.13
2/18/2026,6:00,N,HB_PAN,14.44
2/18/2026,6:00,N,HB_SOUTH,20.97
2/18/2026,6:00,N,HB_WEST,25.46
2/18/2026,6:00,N,LZ_AEN,22.84
2/18/2026,6:00,N,LZ_CPS,23.19
2/18/2026,6:00,N,LZ_HOUSTON,22.42
2/18/2026,6:00,N,LZ_LCRA,22.95
2/18/2026,6:00,N,LZ_NORTH,22.13
2/18/2026,6:00,N,LZ_RAYBN,22.05
2/18/2026,6:00,N,LZ_SOUTH,20.59
2/18/2026,6:00,N,LZ_WEST,32.66
2/18/2026,7:00,N,HB_BUSAVG,27.08
2/18/2026,7:00,N,HB_HOUSTON,26.76
2/18/2026,7:00,N,HB_HUBAVG,27.44
2/18/2026,7:00,N,HB_NORTH,27.02
2/18/2026,7:00,N,HB_PAN,16.08
2/18/2026,7:00,N,HB_SOUTH,25.62
2/18/2026,7:00,N,HB_WEST,30.35
2/18/2026,7:00,N,LZ_AEN,28.24
2/18/2026,7:00,N,LZ_CPS,28.43
2/18/2026,7:00,N,LZ_HOUSTON,27.08
2/18/2026,7:00,N,LZ_LCRA,27.5
2/18/2026,7:00,N,LZ_NORTH,27
2/18/2026,7:00,N,LZ_RAYBN,26.86
2/18/2026,7:00,N,LZ_SOUTH,27.02
2/18/2026,7:00,N,LZ_WEST,36.86
2/18/2026,8:00,N,HB_BUSAVG,28.69
2/18/2026,8:00,N,HB_HOUSTON,27.31
2/18/2026,8:00,N,HB_HUBAVG,28.92
2/18/2026,8:00,N,HB_NORTH,28.72
2/18/2026,8:00,N,HB_PAN,16.95
2/18/2026,8:00,N,HB_SOUTH,27.7
2/18/2026,8:00,N,HB_WEST,31.94
2/18/2026,8:00,N,LZ_AEN,31.29
2/18/2026,8:00,N,LZ_CPS,31.1
2/18/2026,8:00,N,LZ_HOUSTON,27.97
2/18/2026,8:00,N,LZ_LCRA,30.1
2/18/2026,8:00,N,LZ_NORTH,28.73
2/18/2026,8:00,N,LZ_RAYBN,28.52
2/18/2026,8:00,N,LZ_SOUTH,28.49
2/18/2026,8:00,N,LZ_WEST,36.94
2/18/2026,9:00,N,HB_BUSAVG,19.68
2/18/2026,9:00,N,HB_HOUSTON,19.75
2/18/2026,9:00,N,HB_HUBAVG,19.87
2/18/2026,9:00,N,HB_NORTH,19.62
2/18/2026,9:00,N,HB_PAN,12.19
2/18/2026,9:00,N,HB_SOUTH,19.04
2/18/2026,9:00,N,HB_WEST,21.06
2/18/2026,9:00,N,LZ_AEN,20.41
2/18/2026,9:00,N,LZ_CPS,20.56
2/18/2026,9:00,N,LZ_HOUSTON,19.96
2/18/2026,9:00,N,LZ_LCRA,20.11
2/18/2026,9:00,N,LZ_NORTH,19.61
2/18/2026,9:00,N,LZ_RAYBN,19.51
2/18/2026,9:00,N,LZ_SOUTH,19.95
2/18/2026,9:00,N,LZ_WEST,22.76
2/18/2026,10:00,N,HB_BUSAVG,17.09
2/18/2026,10:00,N,HB_HOUSTON,17.14
2/18/2026,10:00,N,HB_HUBAVG,17.06
2/18/2026,10:00,N,HB_NORTH,17.5
2/18/2026,10:00,N,HB_PAN,11.19
2/18/2026,10:00,N,HB_SOUTH,15.64
2/18/2026,10:00,N,HB_WEST,17.97
2/18/2026,10:00,N,LZ_AEN,16.97
2/18/2026,10:00,N,LZ_CPS,16.95
2/18/2026,10:00,N,LZ_HOUSTON,17.41
2/18/2026,10:00,N,LZ_LCRA,16.88
2/18/2026,10:00,N,LZ_NORTH,17.61
2/18/2026,10:00,N,LZ_RAYBN,17.58
2/18/2026,10:00,N,LZ_SOUTH,17
2/18/2026,10:00,N,LZ_WEST,18.65
2/18/2026,11:00,N,HB_BUSAVG,14.87
2/18/2026,11:00,N,HB_HOUSTON,15.59
2/18/2026,11:00,N,HB_HUBAVG,14.95
2/18/2026,11:00,N,HB_NORTH,15.04
2/18/2026,11:00,N,HB_PAN,9.59
2/18/2026,11:00,N,HB_SOUTH,13.68
2/18/2026,11:00,N,HB_WEST,15.48
2/18/2026,11:00,N,LZ_AEN,14.65
2/18/2026,11:00,N,LZ_CPS,14.74
2/18/2026,11:00,N,LZ_HOUSTON,15.79
2/18/2026,11:00,N,LZ_LCRA,14.69
2/18/2026,11:00,N,LZ_NORTH,15.16
2/18/2026,11:00,N,LZ_RAYBN,15.13
2/18/2026,11:00,N,LZ_SOUTH,15.38
2/18/2026,11:00,N,LZ_WEST,16.08
2/18/2026,12:00,N,HB_BUSAVG,11.63
2/18/2026,12:00,N,HB_HOUSTON,15.57
2/18/2026,12:00,N,HB_HUBAVG,12.19
2/18/2026,12:00,N,HB_NORTH,10.9
2/18/2026,12:00,N,HB_PAN,5.56
2/18/2026,12:00,N,HB_SOUTH,10.9
2/18/2026,12:00,N,HB_WEST,11.41
2/18/2026,12:00,N,LZ_AEN,11.48
2/18/2026,12:00,N,LZ_CPS,12.11
2/18/2026,12:00,N,LZ_HOUSTON,15.24
2/18/2026,12:00,N,LZ_LCRA,11.66
2/18/2026,12:00,N,LZ_NORTH,11
2/18/2026,12:00,N,LZ_RAYBN,10.95
2/18/2026,12:00,N,LZ_SOUTH,12.79
2/18/2026,12:00,N,LZ_WEST,11.86
2/18/2026,13:00,N,HB_BUSAVG,6.79
2/18/2026,13:00,N,HB_HOUSTON,14.83
2/18/2026,13:00,N,HB_HUBAVG,7.96
2/18/2026,13:00,N,HB_NORTH,4.94
2/18/2026,13:00,N,HB_PAN,-2.92
2/18/2026,13:00,N,HB_SOUTH,6.77
2/18/2026,13:00,N,HB_WEST,5.3
2/18/2026,13:00,N,LZ_AEN,6.85
2/18/2026,13:00,N,LZ_CPS,7.91
2/18/2026,13:00,N,LZ_HOUSTON,13.62
2/18/2026,13:00,N,LZ_LCRA,7.14
2/18/2026,13:00,N,LZ_NORTH,5
2/18/2026,13:00,N,LZ_RAYBN,4.96
2/18/2026,13:00,N,LZ_SOUTH,9.05
2/18/2026,13:00,N,LZ_WEST,5.58
2/18/2026,14:00,N,HB_BUSAVG,6.48
2/18/2026,14:00,N,HB_HOUSTON,15.6
2/18/2026,14:00,N,HB_HUBAVG,7.48
2/18/2026,14:00,N,HB_NORTH,4.44
2/18/2026,14:00,N,HB_PAN,-4.44
2/18/2026,14:00,N,HB_SOUTH,7.79
2/18/2026,14:00,N,HB_WEST,2.1
2/18/2026,14:00,N,LZ_AEN,8.24
2/18/2026,14:00,N,LZ_CPS,8.84
2/18/2026,14:00,N,LZ_HOUSTON,14.34
2/18/2026,14:00,N,LZ_LCRA,8.3
2/18/2026,14:00,N,LZ_NORTH,4.22
2/18/2026,14:00,N,LZ_RAYBN,4.87
2/18/2026,14:00,N,LZ_SOUTH,11.01
2/18/2026,14:00,N,LZ_WEST,2.52
2/18/2026,15:00,N,HB_BUSAVG,5.95
2/18/2026,15:00,N,HB_HOUSTON,16.51
2/18/2026,15:00,N,HB_HUBAVG,6.31
2/18/2026,15:00,N,HB_NORTH,4.5
2/18/2026,15:00,N,HB_PAN,-8.56
2/18/2026,15:00,N,HB_SOUTH,7.73
2/18/2026,15:00,N,HB_WEST,-3.5
2/18/2026,15:00,N,LZ_AEN,8.5
2/18/2026,15:00,N,LZ_CPS,8.84
2/18/2026,15:00,N,LZ_HOUSTON,15.34
2/18/2026,15:00,N,LZ_LCRA,8.39
2/18/2026,15:00,N,LZ_NORTH,3.96
2/18/2026,15:00,N,LZ_RAYBN,6.2
2/18/2026,15:00,N,LZ_SOUTH,10.84
2/18/2026,15:00,N,LZ_WEST,-2.3
2/18/2026,16:00,N,HB_BUSAVG,7.07
2/18/2026,16:00,N,HB_HOUSTON,16.76
2/18/2026,16:00,N,HB_HUBAVG,6.41
2/18/2026,16:00,N,HB_NORTH,6.98
2/18/2026,16:00,N,HB_PAN,-11.21
2/18/2026,16:00,N,HB_SOUTH,8.62
2/18/2026,16:00,N,HB_WEST,-6.74
2/18/2026,16:00,N,LZ_AEN,9.83
2/18/2026,16:00,N,LZ_CPS,10.05
2/18/2026,16:00,N,LZ_HOUSTON,15.81
2/18/2026,16:00,N,LZ_LCRA,9.51
2/18/2026,16:00,N,LZ_NORTH,5.73
2/18/2026,16:00,N,LZ_RAYBN,9.79
2/18/2026,16:00,N,LZ_SOUTH,13.07
2/18/2026,16:00,N,LZ_WEST,-4.94
2/18/2026,17:00,N,HB_BUSAVG,11.04
2/18/2026,17:00,N,HB_HOUSTON,16.84
2/18/2026,17:00,N,HB_HUBAVG,8.46
2/18/2026,17:00,N,HB_NORTH,13.86
2/18/2026,17:00,N,HB_PAN,-11.66
2/18/2026,17:00,N,HB_SOUTH,10.99
2/18/2026,17:00,N,HB_WEST,-7.83
2/18/2026,17:00,N,LZ_AEN,12.75
2/18/2026,17:00,N,LZ_CPS,12.43
2/18/2026,17:00,N,LZ_HOUSTON,16.39
2/18/2026,17:00,N,LZ_LCRA,12.42
2/18/2026,17:00,N,LZ_NORTH,12.26
2/18/2026,17:00,N,LZ_RAYBN,17.26
2/18/2026,17:00,N,LZ_SOUTH,14.94
2/18/2026,17:00,N,LZ_WEST,-5.74
2/18/2026,18:00,N,HB_BUSAVG,19.31
2/18/2026,18:00,N,HB_HOUSTON,24.17
2/18/2026,18:00,N,HB_HUBAVG,16.08
2/18/2026,18:00,N,HB_NORTH,23.15
2/18/2026,18:00,N,HB_PAN,-4.91
2/18/2026,18:00,N,HB_SOUTH,18.58
2/18/2026,18:00,N,HB_WEST,-1.59
2/18/2026,18:00,N,LZ_AEN,20.77
2/18/2026,18:00,N,LZ_CPS,20.42
2/18/2026,18:00,N,LZ_HOUSTON,24.1
2/18/2026,18:00,N,LZ_LCRA,20.24
2/18/2026,18:00,N,LZ_NORTH,21.55
2/18/2026,18:00,N,LZ_RAYBN,24.27
2/18/2026,18:00,N,LZ_SOUTH,23.06
2/18/2026,18:00,N,LZ_WEST,-0.01
2/18/2026,19:00,N,HB_BUSAVG,20.91
2/18/2026,19:00,N,HB_HOUSTON,23.14
2/18/2026,19:00,N,HB_HUBAVG,19.36
2/18/2026,19:00,N,HB_NORTH,23.09
2/18/2026,19:00,N,HB_PAN,2.53
